emp_id,component_name,component_code,amount
EMP-00032,Gratuity Contribution,2,714.02
EMP-00032,Income Tax,2,1416.62
EMP-00033,Travel Allowance,1,23804.57
EMP-00033,Performance Allowance,1,15265.89
EMP-00033,Special Allowance,1,34629.73
EMP-00033,Shift Allowance,1,19536.08
EMP-00033,Income Tax,2,24401.54
EMP-00033,Professional Tax,2,3870.27
EMP-00033,Gratuity Contribution,2,21477.33
EMP-00033,Provident Fund,2,20993.07
EMP-00034,Internet Allowance,1,3261.1
EMP-00034,Special Allowance,1,3320.05
EMP-00034,House Rent Allowance,1,9390.73
EMP-00034,Insurance,2,1809.47
EMP-00034,Gratuity Contribution,2,1040.65
EMP-00034,Professional Tax,2,3305.3
EMP-00035,Travel Allowance,1,2208.13
EMP-00035,Meal Allowance,1,1684.32
EMP-00035,House Rent Allowance,1,1474.11
EMP-00035,Remote Work Allowance,1,3169.38
EMP-00035,Provident Fund,2,1956.89
EMP-00035,Income Tax,2,1211.51
EMP-00036,House Rent Allowance,1,8118.72
EMP-00036,Transport Allowance,1,9319.48
EMP-00036,Special Allowance,1,3329.71
EMP-00036,Provident Fund,2,6005.79
EMP-00036,Insurance,2,6420.45
EMP-00037,Remote Work Allowance,1,2491.72
EMP-00037,Travel Allowance,1,717.44
EMP-00037,Special Allowance,1,566.13
EMP-00037,Meal Allowance,1,2916.71
EMP-00037,Shift Allowance,1,2872.23
EMP-00037,Transport Allowance,1,751.13
EMP-00037,Income Tax,2,663.92
EMP-00037,Provident Fund,2,723.57
EMP-00037,Insurance,2,1744.08
EMP-00037,Gratuity Contribution,2,433.62
EMP-00038,Transport Allowance,1,44247.74
EMP-00038,House Rent Allowance,1,24432.1
EMP-00038,Performance Allowance,1,24562.82
EMP-00038,Shift Allowance,1,10140.56
EMP-00038,Medical Allowance,1,42861.08
EMP-00038,Remote Work Allowance,1,29187.78
EMP-00038,Income Tax,2,10955.0
EMP-00038,Professional Tax,2,9705.16
EMP-00039,Travel Allowance,1,5760.68
EMP-00039,Meal Allowance,1,10315.18
EMP-00039,Internet Allowance,1,6035.13
EMP-00039,Special Allowance,1,4312.73
EMP-00039,Insurance,2,3470.13
EMP-00039,Income Tax,2,4935.42
EMP-00040,Shift Allowance,1,3629.92
EMP-00040,Internet Allowance,1,5678.73
EMP-00040,Performance Allowance,1,5319.52
EMP-00040,Transport Allowance,1,5169.75
EMP-00040,Medical Allowance,1,1897.94
EMP-00040,Insurance,2,2131.95
EMP-00040,Gratuity Contribution,2,1242.5
EMP-00041,Special Allowance,1,7466.71
EMP-00041,Performance Allowance,1,3633.29
EMP-00041,Remote Work Allowance,1,5466.67
EMP-00041,Internet Allowance,1,8519.67
EMP-00041,Professional Tax,2,5102.61
EMP-00041,Gratuity Contribution,2,5885.69
EMP-00041,Provident Fund,2,3835.09
EMP-00042,Travel Allowance,1,9368.58
EMP-00042,Shift Allowance,1,27839.51
EMP-00042,Internet Allowance,1,28799.25
EMP-00042,Gratuity Contribution,2,15206.48
EMP-00042,Professional Tax,2,17192.61
EMP-00043,Shift Allowance,1,1359.94
EMP-00043,Transport Allowance,1,734.91
EMP-00043,Meal Allowance,1,2039.3
EMP-00043,Income Tax,2,207.38
EMP-00043,Insurance,2,310.63
EMP-00043,Professional Tax,2,1159.8
EMP-00043,Gratuity Contribution,2,456.67
EMP-00044,Travel Allowance,1,5418.37
EMP-00044,Medical Allowance,1,971.18
EMP-00044,Shift Allowance,1,1097.76
EMP-00044,Internet Allowance,1,5788.17
EMP-00044,Provident Fund,2,1959.04
EMP-00044,Professional Tax,2,1393.94
EMP-00044,Insurance,2,550.98
EMP-00045,Internet Allowance,1,50060.87
EMP-00045,Meal Allowance,1,31502.88
EMP-00045,Remote Work Allowance,1,35539.45
EMP-00045,Insurance,2,43120.11
EMP-00045,Provident Fund,2,26109.77
EMP-00045,Gratuity Contribution,2,25296.68
EMP-00046,Special Allowance,1,5183.63
EMP-00046,Shift Allowance,1,7460.91
EMP-00046,Internet Allowance,1,2146.99
EMP-00046,Medical Allowance,1,6213.08
EMP-00046,Gratuity Contribution,2,2431.5
EMP-00046,Insurance,2,3016.16
EMP-00046,Income Tax,2,5239.3
EMP-00046,Professional Tax,2,2177.09
EMP-00047,Special Allowance,1,12943.35
EMP-00047,Medical Allowance,1,2099.12
EMP-00047,House Rent Allowance,1,11356.24
EMP-00047,Travel Allowance,1,8256.21
EMP-00047,Internet Allowance,1,2046.91
EMP-00047,Professional Tax,2,4645.46
EMP-00047,Provident Fund,2,9320.44
EMP-00048,Travel Allowance,1,28076.54
EMP-00048,Shift Allowance,1,11988.45
EMP-00048,Medical Allowance,1,27681.22
EMP-00048,Meal Allowance,1,20821.53
EMP-00048,Income Tax,2,20739.98
EMP-00048,Insurance,2,5473.87
EMP-00048,Provident Fund,2,14201.65
EMP-00048,Professional Tax,2,23842.64
EMP-00049,Remote Work Allowance,1,4066.47
EMP-00049,House Rent Allowance,1,4213.5
EMP-00049,Transport Allowance,1,3623.13
EMP-00049,Special Allowance,1,7485.24
EMP-00049,Provident Fund,2,2211.76
EMP-00049,Insurance,2,1895.44
EMP-00050,Travel Allowance,1,3434.42
EMP-00050,Special Allowance,1,3811.55
EMP-00050,Transport Allowance,1,4105.19
EMP-00050,House Rent Allowance,1,1594.16
EMP-00050,Income Tax,2,1323.37
EMP-00050,Gratuity Contribution,2,2511.31
EMP-00051,Performance Allowance,1,1516.2
EMP-00051,Shift Allowance,1,6746.21
EMP-00051,Medical Allowance,1,7226.51
EMP-00051,Remote Work Allowance,1,4987.11
EMP-00051,Gratuity Contribution,2,5459.13
EMP-00051,Insurance,2,1303.13
EMP-00051,Professional Tax,2,1052.26
EMP-00052,Internet Allowance,1,5280.93
EMP-00052,Performance Allowance,1,2104.94
EMP-00052,Shift Allowance,1,4628.34
EMP-00052,Remote Work Allowance,1,4913.21
EMP-00052,Transport Allowance,1,6092.71
EMP-00052,Meal Allowance,1,3979.85
EMP-00052,Insurance,2,1447.16
EMP-00052,Gratuity Contribution,2,1947.49
EMP-00053,Remote Work Allowance,1,14991.38
EMP-00053,Transport Allowance,1,14072.66
EMP-00053,Meal Allowance,1,19501.71
EMP-00053,Medical Allowance,1,7058.03
EMP-00053,Travel Allowance,1,16224.85
EMP-00053,Internet Allowance,1,8541.4
EMP-00053,Gratuity Contribution,2,6072.52
EMP-00053,Professional Tax,2,5271.57
EMP-00053,Insurance,2,7366.65
EMP-00053,Provident Fund,2,3048.27
EMP-00054,Internet Allowance,1,1279.53
EMP-00054,Meal Allowance,1,3066.15
EMP-00054,Remote Work Allowance,1,5494.66
EMP-00054,Performance Allowance,1,8610.39
EMP-00054,Income Tax,2,1203.09
EMP-00054,Professional Tax,2,2018.84
EMP-00054,Insurance,2,730.04
EMP-00055,House Rent Allowance,1,1328.83
EMP-00055,Special Allowance,1,6660.99
EMP-00055,Medical Allowance,1,2881.33
EMP-00055,Professional Tax,2,4533.63
EMP-00055,Insurance,2,1850.98
EMP-00055,Provident Fund,2,2564.76
EMP-00056,Special Allowance,1,4865.96
EMP-00056,Internet Allowance,1,6840.98
EMP-00056,Medical Allowance,1,8473.1
EMP-00056,House Rent Allowance,1,4299.79
EMP-00056,Travel Allowance,1,5752.5
EMP-00056,Meal Allowance,1,8132.49
EMP-00056,Income Tax,2,3130.86
EMP-00056,Gratuity Contribution,2,3907.59
EMP-00056,Insurance,2,4757.15
EMP-00057,Travel Allowance,1,17014.7
EMP-00057,Performance Allowance,1,15133.27
EMP-00057,Special Allowance,1,22049.51
EMP-00057,Professional Tax,2,9512.95
EMP-00057,Gratuity Contribution,2,5071.59
EMP-00058,Internet Allowance,1,5158.64
EMP-00058,Shift Allowance,1,7955.06
EMP-00058,Transport Allowance,1,6798.93
EMP-00058,Performance Allowance,1,2246.36
EMP-00058,Income Tax,2,2172.79
EMP-00058,Provident Fund,2,2883.19
EMP-00058,Gratuity Contribution,2,2215.99
EMP-00058,Insurance,2,2996.75
EMP-00059,Travel Allowance,1,15905.54
EMP-00059,Transport Allowance,1,2714.17
EMP-00059,Performance Allowance,1,13762.32
EMP-00059,Professional Tax,2,6588.2
EMP-00059,Gratuity Contribution,2,9856.86
EMP-00059,Insurance,2,8474.31
EMP-00059,Provident Fund,2,10322.03
EMP-00060,Internet Allowance,1,8654.71
EMP-00060,Special Allowance,1,17359.97
EMP-00060,Travel Allowance,1,12702.24
EMP-00060,Gratuity Contribution,2,18314.21
EMP-00060,Provident Fund,2,9386.02
EMP-00060,Income Tax,2,10151.83
EMP-00060,Professional Tax,2,19827.91
EMP-00061,Medical Allowance,1,6812.32
EMP-00061,Shift Allowance,1,7599.58
EMP-00061,Meal Allowance,1,4354.64
EMP-00061,Income Tax,2,786.62
EMP-00061,Professional Tax,2,1066.35
EMP-00062,Transport Allowance,1,421.5
EMP-00062,Travel Allowance,1,1526.6
EMP-00062,Shift Allowance,1,1378.55
EMP-00062,Internet Allowance,1,635.86
EMP-00062,Meal Allowance,1,1532.16
EMP-00062,Medical Allowance,1,1787.68
EMP-00062,Provident Fund,2,614.56
EMP-00062,Professional Tax,2,753.4
EMP-00062,Income Tax,2,693.74
EMP-00063,Special Allowance,1,42846.09
EMP-00063,Transport Allowance,1,36541.56
EMP-00063,House Rent Allowance,1,15421.83
EMP-00063,Performance Allowance,1,26469.28
EMP-00063,Internet Allowance,1,39110.54
EMP-00063,Provident Fund,2,10177.65
EMP-00063,Insurance,2,11844.86
EMP-00063,Gratuity Contribution,2,18778.93
EMP-00063,Income Tax,2,14924.84
EMP-00064,Travel Allowance,1,16873.88
EMP-00064,Shift Allowance,1,13472.65
EMP-00064,Performance Allowance,1,10150.58
EMP-00064,Internet Allowance,1,14571.37
EMP-00064,Special Allowance,1,11444.59
EMP-00064,Provident Fund,2,4880.62
EMP-00064,Insurance,2,7968.79
EMP-00065,Performance Allowance,1,7502.53
EMP-00065,Special Allowance,1,11397.6
EMP-00065,House Rent Allowance,1,13356.7
EMP-00065,Remote Work Allowance,1,11711.23
EMP-00065,Medical Allowance,1,5477.2
EMP-00065,Transport Allowance,1,2953.22
EMP-00065,Insurance,2,1052.1
EMP-00065,Provident Fund,2,5310.84
EMP-00066,House Rent Allowance,1,3905.02
EMP-00066,Special Allowance,1,2455.75
EMP-00066,Meal Allowance,1,5356.05
EMP-00066,Income Tax,2,5943.96
EMP-00066,Insurance,2,1678.9
EMP-00067,Travel Allowance,1,15762.2
EMP-00067,Special Allowance,1,16042.43
EMP-00067,Internet Allowance,1,12899.35
EMP-00067,Medical Allowance,1,3409.18
EMP-00067,Remote Work Allowance,1,7790.28
EMP-00067,Professional Tax,2,6307.12
EMP-00067,Provident Fund,2,3590.2
EMP-00067,Insurance,2,13527.72
EMP-00068,Meal Allowance,1,22596.81
EMP-00068,Performance Allowance,1,10585.35
EMP-00068,Travel Allowance,1,16276.77
EMP-00068,Transport Allowance,1,6349.37
EMP-00068,Medical Allowance,1,24656.8
EMP-00068,Provident Fund,2,14042.81
EMP-00068,Insurance,2,8670.96
EMP-00069,Remote Work Allowance,1,751.08
EMP-00069,Special Allowance,1,1869.81
EMP-00069,Performance Allowance,1,618.23
EMP-00069,Internet Allowance,1,1041.56
EMP-00069,Provident Fund,2,294.2
EMP-00069,Income Tax,2,1403.6
EMP-00069,Gratuity Contribution,2,861.83
EMP-00070,Shift Allowance,1,2327.72
EMP-00070,Performance Allowance,1,3689.11
EMP-00070,House Rent Allowance,1,4158.05
EMP-00070,Insurance,2,3012.34
EMP-00070,Gratuity Contribution,2,3565.74
EMP-00070,Income Tax,2,1940.39
EMP-00070,Provident Fund,2,1693.38
EMP-00071,Shift Allowance,1,5564.65
EMP-00071,Performance Allowance,1,2734.9
EMP-00071,Special Allowance,1,8958.16
EMP-00071,Medical Allowance,1,7889.45
EMP-00071,Travel Allowance,1,2708.74
EMP-00071,Provident Fund,2,1615.25
EMP-00071,Professional Tax,2,4138.56
EMP-00071,Gratuity Contribution,2,3708.9
EMP-00071,Income Tax,2,2250.23
EMP-00072,House Rent Allowance,1,4211.98
EMP-00072,Medical Allowance,1,2569.35
EMP-00072,Internet Allowance,1,2673.13
EMP-00072,Special Allowance,1,4334.54
EMP-00072,Insurance,2,1201.73
EMP-00072,Gratuity Contribution,2,506.78
EMP-00072,Income Tax,2,804.7
EMP-00072,Provident Fund,2,2271.0
EMP-00073,Meal Allowance,1,7151.09
EMP-00073,Transport Allowance,1,6542.41
EMP-00073,Shift Allowance,1,12157.46
EMP-00073,Travel Allowance,1,6180.81
EMP-00073,Medical Allowance,1,10412.24
EMP-00073,Special Allowance,1,17890.2
EMP-00073,Gratuity Contribution,2,3953.96
EMP-00073,Provident Fund,2,7690.54
EMP-00073,Professional Tax,2,11965.29
EMP-00074,Special Allowance,1,7330.56
EMP-00074,Performance Allowance,1,9170.82
EMP-00074,House Rent Allowance,1,9910.76
EMP-00074,Transport Allowance,1,4144.6
EMP-00074,Remote Work Allowance,1,12747.1
EMP-00074,Medical Allowance,1,7415.15
EMP-00074,Gratuity Contribution,2,5897.53
EMP-00074,Professional Tax,2,5692.54
EMP-00075,Shift Allowance,1,6448.5
EMP-00075,House Rent Allowance,1,5843.61
EMP-00075,Internet Allowance,1,4664.2
EMP-00075,Provident Fund,2,4181.82
EMP-00075,Insurance,2,1062.61
EMP-00075,Professional Tax,2,5548.1
EMP-00075,Income Tax,2,2704.64
EMP-00076,House Rent Allowance,1,8008.37
EMP-00076,Travel Allowance,1,5059.06
EMP-00076,Shift Allowance,1,2543.41
EMP-00076,Performance Allowance,1,4437.78
EMP-00076,Transport Allowance,1,9243.2
EMP-00076,Special Allowance,1,3564.74
EMP-00076,Income Tax,2,6221.02
EMP-00076,Professional Tax,2,1577.42
EMP-00076,Gratuity Contribution,2,8153.14
EMP-00076,Insurance,2,5558.76
EMP-00077,Travel Allowance,1,6755.48
EMP-00077,Meal Allowance,1,14888.71
EMP-00077,Performance Allowance,1,30474.08
EMP-00077,Special Allowance,1,26902.0
EMP-00077,Shift Allowance,1,13340.56
EMP-00077,Provident Fund,2,2757.3
EMP-00077,Gratuity Contribution,2,3378.1
EMP-00077,Professional Tax,2,4710.41
EMP-00077,Insurance,2,2927.99
EMP-00078,Shift Allowance,1,10375.62
EMP-00078,Performance Allowance,1,13222.98
EMP-00078,Medical Allowance,1,10117.0
EMP-00078,Remote Work Allowance,1,21262.16
EMP-00078,Transport Allowance,1,13755.11
EMP-00078,Provident Fund,2,7683.7
EMP-00078,Income Tax,2,11976.51
EMP-00078,Insurance,2,14944.24
EMP-00079,House Rent Allowance,1,7658.91
EMP-00079,Medical Allowance,1,4112.82
EMP-00079,Meal Allowance,1,2450.17
EMP-00079,Transport Allowance,1,6442.83
EMP-00079,Travel Allowance,1,5030.43
EMP-00079,Provident Fund,2,3353.66
EMP-00079,Professional Tax,2,785.12
EMP-00080,Travel Allowance,1,33756.53
EMP-00080,Remote Work Allowance,1,17136.63
EMP-00080,Internet Allowance,1,10367.75
EMP-00080,Gratuity Contribution,2,10798.24
EMP-00080,Professional Tax,2,21054.38
EMP-00080,Income Tax,2,7715.68
EMP-00080,Insurance,2,12713.99
EMP-00081,Remote Work Allowance,1,12614.11
EMP-00081,Performance Allowance,1,9849.78
EMP-00081,Internet Allowance,1,13970.74
EMP-00081,Medical Allowance,1,5265.71
EMP-00081,Special Allowance,1,9271.01
EMP-00081,Travel Allowance,1,10205.85
EMP-00081,Income Tax,2,2861.57
EMP-00081,Professional Tax,2,4922.85
EMP-00081,Provident Fund,2,9119.31
EMP-00081,Insurance,2,2148.47
EMP-00082,Internet Allowance,1,1110.62
EMP-00082,Medical Allowance,1,1373.24
EMP-00082,Meal Allowance,1,5881.63
EMP-00082,Shift Allowance,1,6114.37
EMP-00082,Remote Work Allowance,1,4312.61
EMP-00082,Gratuity Contribution,2,708.88
EMP-00082,Professional Tax,2,3306.31
EMP-00083,Shift Allowance,1,4110.72
EMP-00083,House Rent Allowance,1,4559.38
EMP-00083,Remote Work Allowance,1,3606.18
EMP-00083,Insurance,2,375.18
EMP-00083,Professional Tax,2,2358.9
EMP-00083,Gratuity Contribution,2,3168.17
EMP-00084,House Rent Allowance,1,45042.95
EMP-00084,Internet Allowance,1,54891.26
EMP-00084,Performance Allowance,1,44838.09
EMP-00084,Insurance,2,29397.44
EMP-00084,Professional Tax,2,27344.25
EMP-00084,Gratuity Contribution,2,34724.22
EMP-00084,Provident Fund,2,36040.42
EMP-00085,Shift Allowance,1,2701.75
EMP-00085,Special Allowance,1,6538.91
EMP-00085,Performance Allowance,1,7533.47
EMP-00085,Income Tax,2,4651.77
EMP-00085,Provident Fund,2,4295.88
EMP-00085,Gratuity Contribution,2,1432.54
EMP-00085,Insurance,2,701.18
EMP-00086,Special Allowance,1,5402.81
EMP-00086,Medical Allowance,1,2945.71
EMP-00086,Meal Allowance,1,1158.46
EMP-00086,Insurance,2,2774.51
EMP-00086,Provident Fund,2,1345.08
EMP-00086,Gratuity Contribution,2,1451.22
EMP-00086,Professional Tax,2,464.94
EMP-00087,Medical Allowance,1,3040.92
EMP-00087,Meal Allowance,1,4654.86
EMP-00087,Travel Allowance,1,4379.21
EMP-00087,Professional Tax,2,2075.25
EMP-00087,Gratuity Contribution,2,4788.22
EMP-00088,Transport Allowance,1,7198.21
EMP-00088,Meal Allowance,1,3952.92
EMP-00088,Performance Allowance,1,3150.54
EMP-00088,House Rent Allowance,1,7749.3
EMP-00088,Shift Allowance,1,16109.06
EMP-00088,Travel Allowance,1,15018.96
EMP-00088,Insurance,2,3739.27
EMP-00088,Professional Tax,2,7282.61
EMP-00088,Provident Fund,2,11558.36
